I17_kodas_is,I17_kodas_ps,I17_kodas_os,I17_serija  ,I17_kodas_us_a,I17_kodas_us,I17_frakcija,I17_kiekis      ,I17_atiduota    ,I17_rezervas    ,I17_pard_uzs    ,I17_pirk_uzs    ,I17_suma      ,I17_p_pir_k   ,I17_p_pir_d         ,I17_p_par_k   ,I17_p_par_d         ,I17_vid_uzs     ,I17_reikalavimas,I17_kelyje      ,I17_kaina     ,I17_useris  ,I17_addusr  ,I17_r_date          ,Kiekis_a                      ,Kiekis_p                      ,Kiekis_at                     ,Kiekis_re                     ,Bar_kodas   ,P_pav                                                                                                                   ,Kaina         ,Kiekis_ke                     ,Kiekis_fi                     ,Kiekis_piu                    ,Kiekis_pru                    ,N17_kodas_ls_1,N17_kodas_ls_2,N17_kodas_ls_3,N17_kodas_ls_4,N17_kodas_ls_5,N17_kodas_ls_6,N17_kodas_ls_7,N17_kodas_ls_8,P_pavu                                                                                                                                                ,Men_pav                                                                                                                                               ,N17_kod_t                ,N17_kod_t1               ,N17_kod_t2               ,Sav_kaina     ,N17_kodas_ks,N17_kodas_gs,N37_koefici     ,N37_frakcija_a,I33_kodas_ps,I33_kodas_is,I33_kodas_us,I33_kaina     ,I33_kaina_new ,I33_ppk       ,I33_ppk_date        ,I33_kodas_vl,I33_ppk_val         ,I33_ppk_sav   ,I33_ppk_sav_date    ,I33_addusr  ,I33_useris  ,I33_r_date          ,I33_formatas,I33_poz,I33_kaina_baz ,I33_poz_pos,I33_nuol_gr,I33_max_nuol  ,I33_poz_date,I33_beg_date        ,I33_end_date        ,I33_nuolaida  ,I33_kaina_date      ,N17_kodas_ps
3,V-0049      ,            ,            ,VNT           ,VNT         ,1,1,0,0,0,0,0,0,2025.05.02 00:00    ,0,1900.01.01 00:00    ,0,0,0,0,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,                1   VNT.......,                1   VNT.......,0,0,0,"Daþai Helios Signocryl 24,5 kg, RAL 5021                                                                                ",0,                              ,1,0,0,              ,              ,              ,              ,              ,              ,              ,              ,                                                                                                                                                      ,                                                                                                                                                      ,                         ,                         ,                         ,0,            ,            ,1,1,V-0049      ,3,VNT         ,0,0,0,1900.01.01 00:00    ,            ,0,0,1900.01.01 00:00    ,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,0,       ,0,1,           ,0,0,2025.05.02 00:00    ,2025.05.02 00:00    ,0,1900.01.01 00:00    ,V-0049      
3,V-0050      ,            ,            ,VNT           ,VNT         ,1,1,0,0,0,0,0,0,2025.05.02 00:00    ,0,1900.01.01 00:00    ,0,0,0,0,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,                1   VNT.......,                1   VNT.......,0,0,0,"Daþai Helios Signocryl 24,5 kg, RAL3022                                                                                 ",0,                              ,1,0,0,              ,              ,              ,              ,              ,              ,              ,              ,                                                                                                                                                      ,                                                                                                                                                      ,                         ,                         ,                         ,0,            ,            ,1,1,V-0050      ,3,VNT         ,0,0,0,1900.01.01 00:00    ,            ,0,0,1900.01.01 00:00    ,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,0,       ,0,1,           ,0,0,2025.05.02 00:00    ,2025.05.02 00:00    ,0,1900.01.01 00:00    ,V-0050      
3,V-0051      ,            ,            ,VNT           ,VNT         ,1,1,0,0,0,0,0,0,2025.05.02 00:00    ,0,1900.01.01 00:00    ,0,0,0,0,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,                1   VNT.......,                1   VNT.......,0,0,0,"Daþai Helios Signocryl 24,5 kg, NCS 0550 - G90Y                                                                         ",0,                              ,1,0,0,              ,              ,              ,              ,              ,              ,              ,              ,                                                                                                                                                      ,                                                                                                                                                      ,                         ,                         ,                         ,0,            ,            ,1,1,V-0051      ,3,VNT         ,0,0,0,1900.01.01 00:00    ,            ,0,0,1900.01.01 00:00    ,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,0,       ,0,1,           ,0,0,2025.05.02 00:00    ,2025.05.02 00:00    ,0,1900.01.01 00:00    ,V-0051      
3,V-0052      ,            ,            ,VNT           ,VNT         ,1,1,0,0,0,0,0,0,2025.05.02 00:00    ,0,1900.01.01 00:00    ,0,0,0,0,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,                1   VNT.......,                1   VNT.......,0,0,0,"Daþai Helios Signocryl 24,5 kg, NCS S2030 - Y60R                                                                        ",0,                              ,1,0,0,              ,              ,              ,              ,              ,              ,              ,              ,                                                                                                                                                      ,                                                                                                                                                      ,                         ,                         ,                         ,0,            ,            ,1,1,V-0052      ,3,VNT         ,0,0,0,1900.01.01 00:00    ,            ,0,0,1900.01.01 00:00    ,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,0,       ,0,1,           ,0,0,2025.05.02 00:00    ,2025.05.02 00:00    ,0,1900.01.01 00:00    ,V-0052      
3,V-0053      ,            ,            ,VNT           ,VNT         ,1,4,0,0,0,0,0,0,2025.05.02 00:00    ,0,1900.01.01 00:00    ,0,0,0,0,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,                4   VNT.......,                4   VNT.......,0,0,0,"Daþai Helios Signodur 15 kg, balti                                                                                      ",0,                              ,4,0,0,              ,              ,              ,              ,              ,              ,              ,              ,                                                                                                                                                      ,                                                                                                                                                      ,                         ,                         ,                         ,0,            ,            ,1,1,V-0053      ,3,VNT         ,0,0,0,1900.01.01 00:00    ,            ,0,0,1900.01.01 00:00    ,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,0,       ,0,1,           ,0,0,2025.05.02 00:00    ,2025.05.02 00:00    ,0,1900.01.01 00:00    ,V-0053      
3,V-0054      ,            ,            ,VNT           ,VNT         ,1,5,0,0,0,0,0,0,2025.05.02 00:00    ,0,1900.01.01 00:00    ,0,0,0,0,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,                5   VNT.......,                5   VNT.......,0,0,0,"Daþai Berlac Euromark 38 kg, balti                                                                                      ",0,                              ,5,0,0,              ,              ,              ,              ,              ,              ,              ,              ,                                                                                                                                                      ,                                                                                                                                                      ,                         ,                         ,                         ,0,            ,            ,1,1,V-0054      ,3,VNT         ,0,0,0,1900.01.01 00:00    ,            ,0,0,1900.01.01 00:00    ,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,0,       ,0,1,           ,0,0,2025.05.02 00:00    ,2025.05.02 00:00    ,0,1900.01.01 00:00    ,V-0054      
3,V-0055      ,            ,            ,VNT           ,VNT         ,1,12,0,0,0,0,0,0,2025.05.02 00:00    ,0,1900.01.01 00:00    ,0,0,0,0,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,               12   VNT.......,               12   VNT.......,0,0,0,"Daþø kietiklis Berlac Euromark 1,14 kg                                                                                  ",0,                              ,12,0,0,              ,              ,              ,              ,              ,              ,              ,              ,                                                                                                                                                      ,                                                                                                                                                      ,                         ,                         ,                         ,0,            ,            ,1,1,V-0055      ,3,VNT         ,0,0,0,1900.01.01 00:00    ,            ,0,0,1900.01.01 00:00    ,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,0,       ,0,1,           ,0,0,2025.05.02 00:00    ,2025.05.02 00:00    ,0,1900.01.01 00:00    ,V-0055      
3,V-0056      ,            ,            ,VNT           ,VNT         ,1,9,0,0,0,0,0,0,2025.05.02 00:00    ,0,1900.01.01 00:00    ,0,0,0,0,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,                9   VNT.......,                9   VNT.......,0,0,0,Lakas Berlac Euromark 20 l                                                                                              ,0,                              ,9,0,0,              ,              ,              ,              ,              ,              ,              ,              ,                                                                                                                                                      ,                                                                                                                                                      ,                         ,                         ,                         ,0,            ,            ,1,1,V-0056      ,3,VNT         ,0,0,0,1900.01.01 00:00    ,            ,0,0,1900.01.01 00:00    ,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,0,       ,0,1,           ,0,0,2025.05.02 00:00    ,2025.05.02 00:00    ,0,1900.01.01 00:00    ,V-0056      
3,V-0057      ,            ,            ,VNT           ,VNT         ,1,2,0,0,0,0,0,0,2025.05.02 00:00    ,0,1900.01.01 00:00    ,0,0,0,0,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,                2   VNT.......,                2   VNT.......,0,0,0,"Daþai Berlac Euromark 38 kg, þali                                                                                       ",0,                              ,2,0,0,              ,              ,              ,              ,              ,              ,              ,              ,                                                                                                                                                      ,                                                                                                                                                      ,                         ,                         ,                         ,0,            ,            ,1,1,V-0057      ,3,VNT         ,0,0,0,1900.01.01 00:00    ,            ,0,0,1900.01.01 00:00    ,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,0,       ,0,1,           ,0,0,2025.05.02 00:00    ,2025.05.02 00:00    ,0,1900.01.01 00:00    ,V-0057      
3,V-0058      ,            ,            ,VNT           ,VNT         ,1,7,0,0,0,0,0,0,2025.05.02 00:00    ,0,1900.01.01 00:00    ,0,0,0,0,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,                7   VNT.......,                7   VNT.......,0,0,0,"Daþai Berlac Euromark 38 kg, geltoni                                                                                    ",0,                              ,7,0,0,              ,              ,              ,              ,              ,              ,              ,              ,                                                                                                                                                      ,                                                                                                                                                      ,                         ,                         ,                         ,0,            ,            ,1,1,V-0058      ,3,VNT         ,0,0,0,1900.01.01 00:00    ,            ,0,0,1900.01.01 00:00    ,VADIMAS     ,VADIMAS     ,2025.05.02 10:43    ,0,       ,0,1,           ,0,0,2025.05.02 00:00    ,2025.05.02 00:00    ,0,1900.01.01 00:00    ,V-0058      
